ticker,status,rows,start,end,source,n_splits,n_jump_flags
TSD,ok,1765.0,2015-01-02,2024-12-31,tmx,0.0,0.0
TUD,ok,2165.0,2015-02-13,2024-12-31,tmx,0.0,1.0
TUK,ok,1277.0,2015-01-12,2024-12-31,tmx,0.0,6.0
TTGI,ok,634.0,2022-06-22,2024-12-31,tmx,0.0,1.0
TVI,ok,2324.0,2015-01-05,2024-12-31,tmx,0.0,67.0
MILE,empty,,,,,,
UTWO,empty,,,,,,
UCU,ok,2507.0,2015-01-02,2024-12-31,tmx,0.0,0.0
UGD,ok,2299.0,2015-01-02,2024-12-31,tmx,0.0,0.0
USS,ok,1911.0,2015-01-05,2024-12-31,tmx,0.0,3.0
UIG,ok,797.0,2021-10-28,2024-12-31,tmx,0.0,1.0
UFC,ok,1601.0,2015-01-14,2024-12-31,tmx,0.0,0.0
URZ,ok,2368.0,2015-01-06,2024-12-31,tmx,0.0,7.0
USCU,ok,1973.0,2015-01-06,2024-12-31,tmx,0.0,4.0
USHA,ok,1058.0,2019-12-17,2024-12-31,tmx,0.0,0.0
VTEN,empty,,,,,,
VZZ,ok,1561.0,2015-01-02,2024-12-31,tmx,0.0,2.0
VMXX,ok,1417.0,2015-01-16,2024-12-31,tmx,0.0,3.0
OZ,ok,750.0,2022-01-06,2024-12-31,tmx,0.0,0.0
VO,ok,2474.0,2015-01-02,2024-12-31,tmx,0.0,0.0
VRB,ok,2087.0,2015-01-02,2024-12-31,tmx,0.0,1.0
VCV,ok,1416.0,2015-01-15,2024-12-31,tmx,0.0,4.0
KNOX,ok,1866.0,2015-01-02,2024-12-31,tmx,0.0,1.0
VXL,ok,2061.0,2015-01-12,2024-12-31,tmx,0.0,3.0
PAIN,empty,,,,,,
VLC,ok,1873.0,2015-01-06,2024-12-31,tmx,0.0,1.0
VLX,ok,1672.0,2015-01-05,2024-12-31,tmx,0.0,8.0
VTT,ok,2290.0,2015-01-05,2024-12-31,tmx,0.0,1.0
VENT,empty,,,,,,
VPT,ok,2248.0,2015-01-02,2024-12-31,tmx,0.0,0.0
V,ok,533.0,2022-11-16,2024-12-31,tmx,0.0,0.0
VTX,ok,1554.0,2015-05-12,2024-12-31,tmx,0.0,1.0
VERT,ok,1751.0,2015-01-02,2024-12-31,tmx,0.0,1.0
VLD,empty,,,,,,
VIO,ok,2143.0,2015-01-05,2024-12-31,tmx,0.0,1.0
VQS,ok,2422.0,2015-01-02,2024-12-31,tmx,0.0,0.0
VML,ok,2408.0,2015-01-02,2024-12-31,tmx,0.0,0.0
VGD,ok,2046.0,2015-01-02,2024-12-31,tmx,0.0,0.0
VLI,ok,1997.0,2015-01-02,2024-12-31,tmx,0.0,2.0
VCG,ok,2466.0,2015-01-02,2024-12-31,tmx,0.0,0.0
VIZ,ok,1710.0,2015-01-06,2024-12-31,tmx,0.0,3.0
VIS,ok,2043.0,2015-01-05,2024-12-31,tmx,0.0,5.0
VUX,ok,1417.0,2015-01-07,2024-12-31,tmx,0.0,3.0
VITA,ok,894.0,2019-05-23,2024-12-31,tmx,0.0,3.0
VPI,ok,1806.0,2015-01-05,2024-12-31,tmx,0.0,0.0
VCI,ok,2200.0,2015-01-02,2024-12-31,tmx,0.0,0.0
VAU,ok,1645.0,2015-01-16,2024-12-31,tmx,0.0,1.0
VCU,ok,825.0,2021-09-17,2024-12-31,tmx,0.0,1.0
VROY,ok,88.0,2024-08-26,2024-12-31,tmx,0.0,0.0
VG,ok,1823.0,2015-02-03,2024-12-31,tmx,0.0,0.0
VCT,ok,2065.0,2015-01-05,2024-12-31,tmx,0.0,1.0
VMS,ok,664.0,2022-05-10,2024-12-31,tmx,0.0,0.0
VM,ok,1786.0,2016-03-18,2024-12-31,tmx,0.0,0.0
VRR,ok,1987.0,2015-11-05,2024-12-31,tmx,0.0,2.0
VUL,ok,1910.0,2015-01-02,2024-12-31,tmx,0.0,1.0
VVTM,empty,,,,,,
WRR,ok,2367.0,2015-01-05,2024-12-31,tmx,0.0,0.0
WWT,ok,1435.0,2016-03-18,2024-12-31,tmx,0.0,5.0
WAVE,ok,1202.0,2017-05-09,2024-12-31,tmx,0.0,4.0
WML,ok,2420.0,2015-01-06,2024-12-31,tmx,0.0,0.0
WCE,ok,1477.0,2015-01-06,2024-12-31,tmx,0.0,7.0
WGF,ok,1751.0,2015-01-02,2024-12-31,tmx,0.0,2.0
WHY,ok,2206.0,2015-01-06,2024-12-31,tmx,0.0,2.0
WPG,ok,2153.0,2015-01-05,2024-12-31,tmx,0.0,2.0
WRLG,ok,1358.0,2015-02-05,2024-12-31,tmx,0.0,2.0
WVM,ok,2291.0,2015-01-02,2024-12-31,tmx,0.0,0.0
WBE,ok,1544.0,2015-01-22,2024-12-31,tmx,0.0,0.0
WEB,ok,1270.0,2015-01-06,2024-12-31,tmx,0.0,1.0
WEX,ok,741.0,2022-01-19,2024-12-31,tmx,0.0,0.0
WGLD,ok,942.0,2018-09-13,2024-12-31,tmx,0.0,2.0
WMS,ok,679.0,2022-04-19,2024-12-31,tmx,0.0,0.0
WP,ok,1076.0,2015-01-05,2024-12-31,tmx,0.0,8.0
WGT,ok,238.0,2018-04-10,2024-12-31,tmx,0.0,0.0
WHN,ok,2200.0,2015-01-05,2024-12-31,tmx,0.0,0.0
WGO,ok,2199.0,2015-07-16,2024-12-31,tmx,0.0,0.0
WMK,ok,1469.0,2015-01-05,2024-12-31,tmx,0.0,16.0
YTY,ok,2044.0,2015-01-02,2024-12-31,tmx,0.0,0.0
WSK,ok,1755.0,2015-01-05,2024-12-31,tmx,0.0,17.0
WIL,ok,2069.0,2015-01-05,2024-12-31,tmx,0.0,0.0
WEC,ok,406.0,2023-05-19,2024-12-31,tmx,0.0,8.0
WINS,ok,1686.0,2015-01-05,2024-12-31,tmx,0.0,6.0
WISH,ok,1016.0,2020-12-11,2024-12-31,tmx,0.0,0.0
WLF,ok,2386.0,2015-01-02,2024-12-31,tmx,0.0,0.0
WCU,ok,979.0,2021-01-26,2024-12-31,tmx,0.0,0.0
XGC,ok,2010.0,2015-01-05,2024-12-31,tmx,0.0,0.0
GIG,ok,672.0,2019-10-11,2024-12-31,tmx,0.0,3.0
XIM,ok,2349.0,2015-01-02,2024-12-31,tmx,0.0,0.0
XPLR,ok,973.0,2020-10-15,2024-12-31,tmx,0.0,0.0
XXIX,ok,1465.0,2018-06-08,2024-12-31,tmx,0.0,0.0
XL,ok,1296.0,2015-01-08,2024-12-31,tmx,0.0,2.0
YOO,ok,2096.0,2015-01-05,2024-12-31,tmx,0.0,0.0
YNV,ok,1873.0,2015-01-13,2024-12-31,tmx,0.0,0.0
YEG,ok,1030.0,2016-11-30,2024-12-31,tmx,0.0,0.0
ZAC,ok,963.0,2021-03-02,2024-12-31,tmx,0.0,0.0
ZBNI,ok,846.0,2021-08-11,2024-12-31,tmx,0.0,1.0
ZDC,ok,2200.0,2015-01-02,2024-12-31,tmx,0.0,1.0
ZEN,ok,2501.0,2015-01-02,2024-12-31,tmx,0.0,0.0
ZFR,ok,2099.0,2015-01-06,2024-12-31,tmx,0.0,0.0
ZCT,ok,25.0,2024-11-25,2024-12-31,tmx,0.0,0.0
ZC,ok,1986.0,2015-01-05,2024-12-31,tmx,0.0,0.0
ZNX,ok,2386.0,2015-01-05,2024-12-31,tmx,0.0,0.0
ZAU,ok,233.0,2024-01-29,2024-12-31,tmx,0.0,0.0
ZONE,ok,1373.0,2015-08-18,2024-12-31,tmx,0.0,1.0
ZON,ok,2195.0,2015-01-02,2024-12-31,tmx,0.0,2.0
ZMA,ok,1966.0,2015-01-15,2024-12-31,tmx,0.0,4.0
ZOMD,ok,1381.0,2015-04-23,2024-12-31,tmx,0.0,1.0
